Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Next Day Close,Rendement
2020-05-18 00:00:00-04:00,205.22115516150092,208.0894237795892,203.16411016126364,207.9059295654297,23556600,0.0,0.0,209.76016235351562,0.008918614259639936
2020-05-19 00:00:00-04:00,209.30626026444457,213.03404279707948,207.81901695753274,209.76016235351562,21438100,0.0,0.0,209.3642120361328,-0.0018876335379427508
2020-05-20 00:00:00-04:00,212.46426530008802,213.58163194634344,203.36693352693737,209.3642120361328,38324100,0.0,0.0,204.89280700683594,-0.021357064733323116
2020-05-21 00:00:00-04:00,204.05259742453026,207.22991206541377,202.3528886735984,204.89280700683594,29850700,0.0,0.0,192.85960388183594,-0.05872926092812292
2020-05-22 00:00:00-04:00,196.2686883920125,197.86217921299593,192.17393200963585,192.85960388183594,51979300,0.0,0.0,194.81040954589844,0.010115159550248524
2020-05-26 00:00:00-04:00,198.88586146496672,199.71640414838166,194.1150707999639,194.81040954589844,28683200,0.0,0.0,194.28890991210938,-0.002676959793907698
2020-05-27 00:00:00-04:00,196.036923780382,196.036923780382,190.01065919518416,194.28890991210938,23605400,0.0,0.0,192.6567840576172,-0.008400509608245336
2020-05-28 00:00:00-04:00,192.18356294435802,195.4381240937358,190.85082799330516,192.6567840576172,18763200,0.0,0.0,200.28619384765625,0.03960104403983699
2020-05-29 00:00:00-04:00,193.1493268114193,200.75941500334892,189.96235997180602,200.28619384765625,43179500,0.0,0.0,199.49429321289062,-0.0039538453427697
2020-06-01 00:00:00-04:00,198.84722998749592,200.10270358380546,196.95437479956723,199.49429321289062,16169700,0.0,0.0,206.9884796142578,0.03756591870710685
2020-06-02 00:00:00-04:00,200.112368236583,207.22026411341653,200.07373011866105,206.9884796142578,22485800,0.0,0.0,211.1218719482422,0.019969190274199484
2020-06-03 00:00:00-04:00,208.21497988903673,211.46954132543323,206.42834272422536,211.1218719482422,19999500,0.0,0.0,210.57138061523438,-0.0026074576164366752
2020-06-04 00:00:00-04:00,209.83741850969338,212.46425042106185,208.91031003281248,210.57138061523438,14962400,0.0,0.0,212.0296630859375,0.0069253593078147935
2020-06-05 00:00:00-04:00,212.4642460966378,213.03403303813647,211.20877260429666,212.0296630859375,11983200,0.0,0.0,211.49850463867188,-0.002505113857820647
2020-06-08 00:00:00-04:00,212.07795849103547,212.85054397935548,207.95421639776504,211.49850463867188,12731200,0.0,0.0,213.1595916748047,0.007853894943468493
