Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Next Day Close,Rendement
2020-05-18 00:00:00+05:30,671.5391069194104,677.0210247815708,652.3522735669284,658.1768188476562,62796089,0.0,0.0,643.6267700195312,-0.022106595692019962
2020-05-19 00:00:00+05:30,665.600297846148,667.7474135114783,641.0457361621698,643.6267700195312,42315854,0.0,0.0,654.9561767578125,0.017602447980741155
2020-05-20 00:00:00+05:30,644.1293078948679,660.9634845911537,636.3631874462558,654.9561767578125,55320985,0.0,0.0,658.4052124023438,0.005266055603299734
2020-05-21 00:00:00+05:30,655.550004247987,667.6331330224257,650.9817195349813,658.4052124023438,39167981,0.0,0.0,653.9739379882812,-0.0067303149042425865
2020-05-22 00:00:00+05:30,663.2247565910466,666.057066458003,651.6669578914391,653.9739379882812,37828973,0.0,0.0,650.5477905273438,-0.005238966359235701
2020-05-26 00:00:00+05:30,661.5573623581811,662.2654550011083,647.0073273127076,650.5477905273438,33216635,0.0,0.0,660.36962890625,0.015097796844324874
2020-05-27 00:00:00+05:30,653.72274138179,664.2298214029122,645.0429875057494,660.36962890625,35667956,0.0,0.0,672.5669555664062,0.01847045370690095
2020-05-28 00:00:00+05:30,664.686645460161,675.9931694711917,661.9456864198253,672.5669555664062,40126278,0.0,0.0,668.9808349609375,-0.005331990481822999
2020-05-29 00:00:00+05:30,670.6253981981666,672.452724249232,663.6131062229364,668.9808349609375,40022527,0.0,0.0,694.5404663085938,0.03820682149907733
2020-06-01 00:00:00+05:30,676.10740094798,702.7634036288064,674.257237030059,694.5404663085938,39943702,0.0,0.0,701.552734375,0.010096269989386916
2020-06-02 00:00:00+05:30,697.1215366622283,703.5171476446108,694.7459825825142,701.552734375,22153960,0.0,0.0,704.2709350585938,0.00387454933949526
2020-06-03 00:00:00+05:30,705.8013093427558,712.6537369211643,700.4791956310484,704.2709350585938,25381289,0.0,0.0,721.6989135742188,0.024746127730196663
